"","Treatment","value","test","site"
"43098","Crop Fields",1.940625,"Links per Plant Species","sto"
"43099","Crop Fields",1.940625,"Links per Plant Species","who"
"43100","Crop Fields",1.940625,"Links per Plant Species","who"
"43101","Crop Fields",1.940625,"Links per Plant Species","gut"
"43102","Crop Fields",1.940625,"Links per Plant Species","gut"
"43103","Crop Fields",1.940625,"Links per Plant Species","sme"
"43104","Crop Fields",1.940625,"Links per Plant Species","sme"
"43105","Crop Fields",1.940625,"Links per Plant Species","smi"
"43106","Crop Fields",1.940625,"Links per Plant Species","smi"
"43107","Crop Fields",1.940625,"Links per Plant Species","sto"
"43108","Crop Fields",1.940625,"Links per Plant Species","sto"
"43109","Crop Fields",1.940625,"Links per Plant Species","who"
"43110","Crop Fields",1.940625,"Links per Plant Species","who"
"43111","Crop Fields",1.940625,"Links per Plant Species","gut"
"43112","Crop Fields",1.940625,"Links per Plant Species","gut"
"43113","Crop Fields",1.940625,"Links per Plant Species","sme"
"43114","Crop Fields",1.940625,"Links per Plant Species","sme"
"43115","Crop Fields",1.940625,"Links per Plant Species","smi"
"43116","Crop Fields",1.940625,"Links per Plant Species","smi"
"43117","Crop Fields",1.940625,"Links per Plant Species","sto"
"43118","Crop Fields",1.940625,"Links per Plant Species","sto"
"43119","Crop Fields",1.940625,"Links per Plant Species","who"
"43120","Crop Fields",1.940625,"Links per Plant Species","who"
"43121","Crop Fields",1.940625,"Links per Plant Species","gut"
"43122","Crop Fields",1.940625,"Links per Plant Species","gut"
"43123","Crop Fields",1.940625,"Links per Plant Species","sme"
"43124","Crop Fields",1.940625,"Links per Plant Species","sme"
"43125","Crop Fields",1.940625,"Links per Plant Species","smi"
"43126","Crop Fields",1.940625,"Links per Plant Species","smi"
"43127","Crop Fields",1.940625,"Links per Plant Species","sto"
"43128","Crop Fields",1.940625,"Links per Plant Species","sto"
"43129","Crop Fields",1.940625,"Links per Plant Species","who"
"43130","Crop Fields",1.940625,"Links per Plant Species","who"
"43131","Crop Fields",1.940625,"Links per Plant Species","gut"
"43132","Crop Fields",1.940625,"Links per Plant Species","gut"
"43133","Crop Fields",1.940625,"Links per Plant Species","sme"
"43134","Crop Fields",1.940625,"Links per Plant Species","sme"
"43135","Crop Fields",1.940625,"Links per Plant Species","smi"
"43136","Crop Fields",1.940625,"Links per Plant Species","smi"
"43137","Crop Fields",1.940625,"Links per Plant Species","sto"
"43138","Crop Fields",1.940625,"Links per Plant Species","sto"
"43139","Crop Fields",1.940625,"Links per Plant Species","who"
"43140","Crop Fields",1.940625,"Links per Plant Species","who"
"43141","Crop Fields",1.940625,"Links per Plant Species","gut"
"43142","Crop Fields",1.940625,"Links per Plant Species","gut"
"43143","Crop Fields",1.940625,"Links per Plant Species","sme"
"43144","Crop Fields",1.940625,"Links per Plant Species","sme"
"43145","Crop Fields",1.940625,"Links per Plant Species","smi"
"43146","Crop Fields",1.940625,"Links per Plant Species","smi"
"43147","Crop Fields",1.940625,"Links per Plant Species","sto"
"43148","Crop Fields",1.940625,"Links per Plant Species","sto"
"43149","Crop Fields",1.940625,"Links per Plant Species","who"
"43150","Crop Fields",1.940625,"Links per Plant Species","who"
"43151","Crop Fields",1.940625,"Links per Plant Species","gut"
"43152","Crop Fields",1.940625,"Links per Plant Species","gut"
"43153","Crop Fields",1.940625,"Links per Plant Species","sme"
"43154","Crop Fields",1.940625,"Links per Plant Species","sme"
"43155","Crop Fields",1.940625,"Links per Plant Species","smi"
"43156","Crop Fields",1.940625,"Links per Plant Species","smi"
"43157","Crop Fields",1.940625,"Links per Plant Species","sto"
"43158","Crop Fields",1.940625,"Links per Plant Species","sto"
"43159","Crop Fields",1.940625,"Links per Plant Species","who"
"43160","Crop Fields",1.940625,"Links per Plant Species","who"
"43161","Crop Fields",1.940625,"Links per Plant Species","gut"
"43162","Crop Fields",1.940625,"Links per Plant Species","gut"
"43163","Crop Fields",1.940625,"Links per Plant Species","sme"
"43164","Crop Fields",1.940625,"Links per Plant Species","sme"
"43165","Crop Fields",1.940625,"Links per Plant Species","smi"
"43166","Crop Fields",1.940625,"Links per Plant Species","smi"
"43167","Crop Fields",1.940625,"Links per Plant Species","sto"
"43168","Crop Fields",1.940625,"Links per Plant Species","sto"
"43169","Crop Fields",1.940625,"Links per Plant Species","who"
"43170","Crop Fields",1.940625,"Links per Plant Species","who"
"43171","Crop Fields",1.940625,"Links per Plant Species","gut"
"43172","Crop Fields",1.940625,"Links per Plant Species","gut"
"43173","Crop Fields",1.940625,"Links per Plant Species","sme"
"43174","Crop Fields",1.940625,"Links per Plant Species","sme"
"43175","Crop Fields",1.940625,"Links per Plant Species","smi"
"43176","Crop Fields",1.940625,"Links per Plant Species","smi"
"43177","Crop Fields",1.940625,"Links per Plant Species","sto"
"43178","Crop Fields",1.940625,"Links per Plant Species","sto"
"43179","Crop Fields",1.940625,"Links per Plant Species","who"
"43180","Crop Fields",1.940625,"Links per Plant Species","who"
"43181","Crop Fields",1.940625,"Links per Plant Species","gut"
"43182","Crop Fields",1.940625,"Links per Plant Species","gut"
"43183","Crop Fields",1.940625,"Links per Plant Species","sme"
"43184","Crop Fields",1.940625,"Links per Plant Species","sme"
"43185","Crop Fields",1.940625,"Links per Plant Species","smi"
"43186","Crop Fields",1.940625,"Links per Plant Species","smi"
"43187","Crop Fields",1.940625,"Links per Plant Species","sto"
"43188","Crop Fields",1.940625,"Links per Plant Species","sto"
"43189","Crop Fields",1.940625,"Links per Plant Species","who"
"43190","Crop Fields",1.940625,"Links per Plant Species","who"
"43191","Crop Fields",1.940625,"Links per Plant Species","gut"
"43192","Crop Fields",1.940625,"Links per Plant Species","gut"
"43193","Crop Fields",1.940625,"Links per Plant Species","sme"
"43194","Crop Fields",1.940625,"Links per Plant Species","sme"
"43195","Crop Fields",1.940625,"Links per Plant Species","smi"
"43196","Crop Fields",1.940625,"Links per Plant Species","smi"
"43197","Crop Fields",1.940625,"Links per Plant Species","sto"
"43198","Crop Fields",1.940625,"Links per Plant Species","sto"
"43199","Crop Fields",1.940625,"Links per Plant Species","who"
"43200","Crop Fields",1.940625,"Links per Plant Species","who"
"43201","Crop Fields",1.940625,"Links per Plant Species","gut"
"43202","Crop Fields",1.940625,"Links per Plant Species","gut"
"43203","Crop Fields",1.940625,"Links per Plant Species","sme"
"43204","Crop Fields",1.940625,"Links per Plant Species","sme"
"43205","Crop Fields",1.940625,"Links per Plant Species","smi"
"43206","Crop Fields",1.940625,"Links per Plant Species","smi"
"43207","Crop Fields",1.940625,"Links per Plant Species","sto"
"43208","Crop Fields",1.940625,"Links per Plant Species","sto"
"43209","Crop Fields",1.940625,"Links per Plant Species","who"
"43210","Crop Fields",1.940625,"Links per Plant Species","who"
"43211","Crop Fields",1.940625,"Links per Plant Species","gut"
"43212","Crop Fields",1.940625,"Links per Plant Species","gut"
"43213","Crop Fields",1.940625,"Links per Plant Species","sme"
"43214","Crop Fields",1.940625,"Links per Plant Species","sme"
"43215","Crop Fields",1.940625,"Links per Plant Species","smi"
"43216","Crop Fields",1.940625,"Links per Plant Species","smi"
"43217","Crop Fields",1.940625,"Links per Plant Species","sto"
"43218","Crop Fields",1.940625,"Links per Plant Species","sto"
"43219","Crop Fields",1.940625,"Links per Plant Species","who"
"43220","Crop Fields",1.940625,"Links per Plant Species","who"
"43221","Crop Fields",1.940625,"Links per Plant Species","gut"
"43222","Crop Fields",1.940625,"Links per Plant Species","gut"
"43223","Crop Fields",1.940625,"Links per Plant Species","sme"
"43224","Crop Fields",1.940625,"Links per Plant Species","sme"
"43225","Crop Fields",1.940625,"Links per Plant Species","smi"
"43226","Crop Fields",1.940625,"Links per Plant Species","smi"
"43227","Crop Fields",1.940625,"Links per Plant Species","sto"
"43228","Crop Fields",1.940625,"Links per Plant Species","sto"
"43229","Crop Fields",1.940625,"Links per Plant Species","who"
"43230","Crop Fields",1.940625,"Links per Plant Species","who"
"43231","Crop Fields",1.940625,"Links per Plant Species","gut"
"43232","Crop Fields",1.940625,"Links per Plant Species","gut"
"43233","Crop Fields",1.940625,"Links per Plant Species","sme"
"43234","Crop Fields",1.940625,"Links per Plant Species","sme"
"43235","Crop Fields",1.940625,"Links per Plant Species","smi"
"43236","Crop Fields",1.940625,"Links per Plant Species","smi"
"43237","Crop Fields",1.940625,"Links per Plant Species","sto"
"43238","Crop Fields",1.940625,"Links per Plant Species","sto"
"43239","Crop Fields",1.940625,"Links per Plant Species","who"
"43240","Crop Fields",1.940625,"Links per Plant Species","who"
"43241","Crop Fields",1.940625,"Links per Plant Species","gut"
"43242","Crop Fields",1.940625,"Links per Plant Species","gut"
"43243","Crop Fields",1.940625,"Links per Plant Species","sme"
"43244","Crop Fields",1.940625,"Links per Plant Species","sme"
"43245","Crop Fields",1.940625,"Links per Plant Species","smi"
"43246","Crop Fields",1.940625,"Links per Plant Species","smi"
"43247","Crop Fields",1.940625,"Links per Plant Species","sto"
"43248","Crop Fields",1.940625,"Links per Plant Species","sto"
"43249","Crop Fields",1.940625,"Links per Plant Species","who"
"43250","Crop Fields",1.940625,"Links per Plant Species","who"
"43251","Crop Fields",1.940625,"Links per Plant Species","gut"
"43252","Crop Fields",1.940625,"Links per Plant Species","gut"
"43253","Crop Fields",1.940625,"Links per Plant Species","sme"
"43254","Crop Fields",1.940625,"Links per Plant Species","sme"
"43255","Crop Fields",1.940625,"Links per Plant Species","smi"
"43256","Crop Fields",1.940625,"Links per Plant Species","smi"
"43257","Crop Fields",1.940625,"Links per Plant Species","sto"
"43258","Crop Fields",1.940625,"Links per Plant Species","sto"
"43259","Crop Fields",1.940625,"Links per Plant Species","who"
"43260","Crop Fields",1.940625,"Links per Plant Species","who"
"43261","Crop Fields",1.940625,"Links per Plant Species","gut"
"43262","Crop Fields",1.940625,"Links per Plant Species","gut"
"43263","Crop Fields",1.940625,"Links per Plant Species","sme"
"43264","Crop Fields",1.940625,"Links per Plant Species","sme"
"43265","Crop Fields",1.940625,"Links per Plant Species","smi"
"43266","Crop Fields",1.940625,"Links per Plant Species","smi"
"43267","Crop Fields",1.940625,"Links per Plant Species","sto"
"43268","Crop Fields",1.940625,"Links per Plant Species","sto"
"43269","Crop Fields",1.940625,"Links per Plant Species","who"
"43270","Crop Fields",1.940625,"Links per Plant Species","who"
"43271","Crop Fields",1.940625,"Links per Plant Species","gut"
"43272","Crop Fields",1.940625,"Links per Plant Species","gut"
"43273","Crop Fields",1.940625,"Links per Plant Species","sme"
"43274","Crop Fields",1.940625,"Links per Plant Species","sme"
"43275","Crop Fields",1.940625,"Links per Plant Species","smi"
"43276","Crop Fields",1.940625,"Links per Plant Species","smi"
"43277","Crop Fields",1.940625,"Links per Plant Species","sto"
"43278","Crop Fields",1.940625,"Links per Plant Species","sto"
"43279","Crop Fields",1.940625,"Links per Plant Species","who"
"43280","Crop Fields",1.940625,"Links per Plant Species","who"
"43281","Crop Fields",1.940625,"Links per Plant Species","gut"
"43282","Crop Fields",1.940625,"Links per Plant Species","gut"
"43283","Crop Fields",1.940625,"Links per Plant Species","sme"
"43284","Crop Fields",1.940625,"Links per Plant Species","sme"
"43285","Crop Fields",1.940625,"Links per Plant Species","smi"
"43286","Crop Fields",1.940625,"Links per Plant Species","smi"
"43287","Crop Fields",1.940625,"Links per Plant Species","sto"
"43288","Crop Fields",1.940625,"Links per Plant Species","sto"
"43289","Crop Fields",1.940625,"Links per Plant Species","who"
"43290","Crop Fields",1.940625,"Links per Plant Species","who"
"43291","Crop Fields",1.940625,"Links per Plant Species","gut"
"43292","Crop Fields",1.940625,"Links per Plant Species","gut"
"43293","Crop Fields",1.940625,"Links per Plant Species","sme"
"43294","Crop Fields",1.940625,"Links per Plant Species","sme"
"43295","Crop Fields",1.940625,"Links per Plant Species","smi"
"43296","Crop Fields",1.940625,"Links per Plant Species","smi"
"43297","Crop Fields",1.940625,"Links per Plant Species","sto"
"43298","Crop Fields",1.940625,"Links per Plant Species","sto"
"43299","Crop Fields",1.940625,"Links per Plant Species","who"
"43300","Crop Fields",1.940625,"Links per Plant Species","who"
"43301","Crop Fields",1.940625,"Links per Plant Species","gut"
"43302","Crop Fields",1.940625,"Links per Plant Species","gut"
"43303","Crop Fields",1.940625,"Links per Plant Species","sme"
"43304","Crop Fields",1.940625,"Links per Plant Species","sme"
"43305","Crop Fields",1.940625,"Links per Plant Species","smi"
"43306","Crop Fields",1.940625,"Links per Plant Species","smi"
"43307","Crop Fields",1.940625,"Links per Plant Species","sto"
"43308","Crop Fields",1.940625,"Links per Plant Species","sto"
"43309","Crop Fields",1.940625,"Links per Plant Species","who"
"43310","Crop Fields",1.940625,"Links per Plant Species","who"
"43311","Crop Fields",1.940625,"Links per Plant Species","gut"
"43312","Crop Fields",1.940625,"Links per Plant Species","gut"
"43313","Crop Fields",1.940625,"Links per Plant Species","sme"
"43314","Crop Fields",1.940625,"Links per Plant Species","sme"
"43315","Crop Fields",1.940625,"Links per Plant Species","smi"
"43316","Crop Fields",1.940625,"Links per Plant Species","smi"
"43317","Crop Fields",1.940625,"Links per Plant Species","sto"
"43318","Crop Fields",1.940625,"Links per Plant Species","sto"
"43319","Crop Fields",1.940625,"Links per Plant Species","who"
"43320","Crop Fields",1.940625,"Links per Plant Species","who"
"43321","Crop Fields",1.940625,"Links per Plant Species","gut"
"43322","Crop Fields",1.940625,"Links per Plant Species","gut"
"43323","Crop Fields",1.940625,"Links per Plant Species","sme"
"43324","Crop Fields",1.940625,"Links per Plant Species","sme"
"43325","Crop Fields",1.940625,"Links per Plant Species","smi"
"43326","Crop Fields",1.940625,"Links per Plant Species","smi"
"43327","Crop Fields",1.940625,"Links per Plant Species","sto"
